ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
REACTOME_L1CAM_INTERACTIONS	REACTOME_L1CAM_INTERACTIONS	80	0.6202737847207759	3.4894257169547918	1e-10	1.5434992880291843e-9	6.973345908133469e-10	1406	tags=49%, list=13%, signal=43%	ACTB/ACTG1/TUBA1B/SPTBN1/HSPA8/SPTAN1/DPYSL2/CLTC/MSN/TUBB2B/ITGB1/NCAM1/ANK2/AP2M1/NRCAM/LAMC1/NCAN/ITGAV/TUBB4B/LAMB1/CNTN1/CHL1/TUBB2A/TUBB3/ALCAM/CSNK2A1/EGFR/NFASC/GAP43/TUBA1C/AP2A1/ITGA5/AP2A2/TUBB4A/NRP1/KCNQ2/SPTBN2/DCX/DNM1	cluster_1_vs_rest
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	47	0.7368972224385565	3.4781838982727584	1e-10	1.5434992880291843e-9	6.973345908133469e-10	902	tags=55%, list=9%, signal=51%	FN1/COL1A1/COL1A2/COL3A1/SDC3/ITGB1/COL4A1/DDR1/HSPG2/COL4A2/TTR/THBS1/COL5A1/LAMC1/COL5A2/ITGAV/LAMB1/DAG1/PRKCA/LAMB2/ACTN1/ITGB4/LAMA4/NRXN1/DDR2/COL11A1	cluster_1_vs_rest
REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	60	0.6894404116289148	3.41989587489546	1e-10	1.5434992880291843e-9	6.973345908133469e-10	783	tags=53%, list=7%, signal=50%	FN1/COL1A1/SPARC/COL1A2/COL3A1/TNR/VCAN/ITGB1/BCAN/COL4A1/NCAM1/COL6A1/COL6A3/HSPG2/COL4A2/COL6A2/PTPRS/DCN/COL5A1/BGN/LAMC1/NCAN/COL5A2/ITGAV/LAMB1/DAG1/LAMB2/ACAN/LUM/LAMA4/SERPINE1/LRP4	cluster_1_vs_rest
REACTOME_MRNA_SPLICING	REACTOME_MRNA_SPLICING	84	0.6077675281598038	3.364455658568982	1e-10	1.5434992880291843e-9	6.973345908133469e-10	1847	tags=55%, list=17%, signal=46%	HSPA8/DDX5/HNRNPK/HNRNPH1/SF3B1/SRSF3/RBMX/DHX9/HNRNPL/TRA2B/PTBP1/SRSF5/SRSF2/SRSF1/SF3B3/HNRNPR/PAPOLA/SRSF11/SNRPN/HNRNPF/SRSF6/SRRM1/CASC3/RNPS1/DHX15/SRSF10/SNRPB/PUF60/PRPF40A/POLR2B/U2SURP/SRSF7/SF3A2/DDX23/PCF11/SF3B4/DDX46/CDC5L/CCAR1/EIF4A3/RBM17/SF3A3/CD2BP2/AQR/CHERP/PRCC	cluster_1_vs_rest
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	112	0.5606153651341003	3.350770831264304	1e-10	1.5434992880291843e-9	6.973345908133469e-10	2166	tags=56%, list=20%, signal=45%	HSPA8/DDX5/HNRNPK/HNRNPH1/SF3B1/SRSF3/RBMX/DHX9/HNRNPL/TRA2B/PTBP1/SRSF5/SRSF2/SRSF1/SF3B3/ZC3H11A/HNRNPR/PAPOLA/SRSF11/SNRPN/HNRNPF/SRSF6/SRRM1/CASC3/RNPS1/DHX15/SRSF10/SNRPB/PUF60/PRPF40A/POLR2B/U2SURP/SRSF7/NUP98/NUP153/POLDIP3/SF3A2/DDX23/PCF11/NUP205/THOC2/FYTTD1/NUP188/SF3B4/DDX46/CDC5L/CCAR1/EIF4A3/RBM17/SEC13/SF3A3/CD2BP2/AQR/CHERP/PRCC/NUP50/NUP160/EIF4E/CPSF2/MTREX/PRPF38A/NUP58/SNW1	cluster_1_vs_rest
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	87	0.5823183169655033	3.331819238771047	1e-10	1.5434992880291843e-9	6.973345908133469e-10	2242	tags=63%, list=21%, signal=50%	PABPC1/RPS15/RHOA/PFN1/EIF4G1/CDC42/CAP1/DAG1/PRKCA/MYO9B/CLASP2/PSMD2/CASC3/RNPS1/PSMB4/CLASP1/PRKACB/EVL/ETF1/SRGAP2/PSMA7/PSMD1/PSMF1/PSMA6/PSMB1/PSMD3/PSMD8/NTN1/NRP1/PSME1/PSMC3/PSME3/PSME4/PSMC1/ELOB/PSMB2/PSMA1/PSMD11/PSMB5/PSMA4/PSMA2/PSMB3/EIF4A3/SLIT1/PSMC2/USP33/SRGAP3/PSMD7/PSMC4/SLIT3/PSMB6/PSME2/PSMC6/PRKAR2A/PSMD14	cluster_1_vs_rest
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	38	0.7337342052959936	3.3159156692486658	1e-10	1.5434992880291843e-9	6.973345908133469e-10	2448	tags=89%, list=23%, signal=69%	PABPC1/HSPA8/HSPA1A/EIF4G1/PSMD2/PSMB4/PSMA7/PSMD1/PSMF1/PSMA6/PSMB1/PSMD3/PSMD8/PSME1/PSMC3/PSME3/PSME4/PSMC1/PSMB2/PSMA1/PSMD11/PSMB5/PSMA4/PSMA2/PSMB3/PSMC2/PSMD7/PSMC4/PSMB6/PSME2/PSMC6/PSMD14/PSMD6/PSMD12	cluster_1_vs_rest
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	79	0.5847865668807686	3.28950600184021	1e-10	1.5434992880291843e-9	6.973345908133469e-10	821	tags=43%, list=8%, signal=40%	FN1/CLU/SPARC/FLNA/PPIA/ALDOA/A2M/CALM1/HSPA5/CFL1/APLP2/SERPINA3/TLN1/PFN1/ACTN4/THBS1/TAGLN2/LGALS3BP/ANXA5/WDR1/MAGED2/SRGN/CAP1/CALU/PRKCA/ACTN1/SERPING1/SCG3/TF/TTN/SELENOP/VCL/SERPINE1/VEGFA	cluster_1_vs_rest
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	83	0.5844804486512805	3.275427074365681	1e-10	1.5434992880291843e-9	6.973345908133469e-10	2297	tags=67%, list=22%, signal=53%	B2M/PPIA/NPM1/ARF1/KPNB1/AP2M1/RAN/XPO1/SLC25A5/FYN/PSMD2/PSMB4/AP1B1/NUP98/PSMA7/AP1G1/AP2A1/PSMD1/PSMF1/PSMA6/NUP153/AP2A2/PSMB1/PSMD3/PSMD8/PSME1/PSMC3/PSME3/PSME4/PSMC1/ELOB/PSMB2/PSMA1/NUP205/PSMD11/PSMB5/PSMA4/NUP188/PSMA2/PSMB3/SEC13/PSMC2/ELMO1/PSMD7/KPNA1/PSMC4/NUP50/NUP160/PSMB6/DOCK2/PSME2/NUP58/PSMC6/PSMD14/CCNT1/NUP155	cluster_1_vs_rest
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	43	0.6977263143505775	3.272120922750399	1e-10	1.5434992880291843e-9	6.973345908133469e-10	2631	tags=88%, list=25%, signal=67%	PSMD2/PTEN/PSMB4/CSNK2A1/AKT1/TNKS/PSMA7/PSMD1/PSMF1/PSMA6/PSMB1/PSMD3/PSMD8/PSME1/PSMC3/TNKS2/PSME3/PSME4/PSMC1/PSMB2/PSMA1/PSMD11/PSMB5/PSMA4/PSMA2/PSMB3/PSMC2/PSMD7/PSMC4/PREX2/PSMB6/PSME2/PSMC6/PSMD14/PSMD6/PSMD12/PSMA5/STUB1	cluster_1_vs_rest
