ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	81	0.9301998869288883	5.16920483466476	1e-10	1.203125e-9	4.30921052631579e-10	284	tags=91%, list=4%, signal=89%	EEF1A1/RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/EEF1G/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/RPS28/RPL38/RPS26/RPS29/EEF1B2/RPS21/FAU	cluster_7_vs_rest
REACTOME_INFLUENZA_INFECTION	REACTOME_INFLUENZA_INFECTION	115	0.8424917213577727	5.081708711071354	1e-10	1.203125e-9	4.30921052631579e-10	394	tags=70%, list=5%, signal=67%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/HSP90AA1/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/CANX/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/CALR/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/HSPA1A/RPS28/RPL38/RPS26/RPS29/RPS21/FAU/POLR2A/RAN/XPO1/RPL36A/IPO5	cluster_7_vs_rest
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	103	0.8595820106025704	5.079058029771666	1e-10	1.203125e-9	4.30921052631579e-10	354	tags=77%, list=5%, signal=74%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/EIF4A2/EIF4A1/RPL35/RPL35A/RPS28/RPL38/EIF3L/RPS26/RPS29/EIF3E/EIF4H/RPS21/FAU/EIF5/RPL36A/EIF3H	cluster_7_vs_rest
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	88	0.8958576726215607	5.017949490487562	1e-10	1.203125e-9	4.30921052631579e-10	353	tags=83%, list=5%, signal=80%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/RPS28/RPL38/RPS26/RPS29/RPS21/FAU/ATF4/RPL36A	cluster_7_vs_rest
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	90	0.8724852186213641	4.9827490842821	1e-10	1.203125e-9	4.30921052631579e-10	284	tags=79%, list=4%, signal=77%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/RPS28/RPL38/RPS26/RPS29/RPS21/FAU	cluster_7_vs_rest
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	100	0.8492820052441394	4.971428841834413	1e-10	1.203125e-9	4.30921052631579e-10	442	tags=76%, list=6%, signal=72%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/RPS28/RPL38/RPS26/RPS29/RPS21/FAU/RPL36A/RPN2/SRP9/SRP14/RPN1	cluster_7_vs_rest
REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_SELENOAMINO_ACID_METABOLISM	96	0.8486528313675274	4.933173702914271	1e-10	1.203125e-9	4.30921052631579e-10	284	tags=74%, list=4%, signal=72%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/RPS28/RPL38/RPS26/RPS29/RPS21/FAU	cluster_7_vs_rest
REACTOME_CELLULAR_RESPONSE_TO_STARVATION	REACTOME_CELLULAR_RESPONSE_TO_STARVATION	121	0.7846214437222099	4.775031985155846	1e-10	1.203125e-9	4.30921052631579e-10	353	tags=60%, list=5%, signal=58%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/RPS28/RPL38/RPS26/RPS29/RPS21/FAU/ATF4/RPL36A	cluster_7_vs_rest
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	134	0.7507520165718934	4.686495767853	1e-10	1.203125e-9	4.30921052631579e-10	284	tags=54%, list=4%, signal=53%	RPL13A/RPL3/RPLP0/RPS3A/RPL4/RPL10/RPS4X/RPS6/RPS11/RPS18/RPL7A/RPL15/RPL7/RPS3/RPS8/RPL6/RPSA/RPL19/RPS24/RPL18A/RPL37A/RPS23/RPL9/RPS27/RPL5/RPL23A/RPL21/RPL27A/RPL32/RPS20/RPL41/RPL37/RPS14/RPL26/RPL8/RPL17/RPS27A/RPS12/RPL30/RPS7/UBC/RPS17/RPL29/RPL11/RPS10/RPL39/RPL23/RPS15A/RPL10A/RPL31/RPL12/RPS19/UBB/RPL18/RPS9/RPS5/RPL24/RPS25/RPS16/RPL14/RPL27/RPL34/RPL22/RPS13/UBA52/RPL35/RPL35A/RPS28/RPL38/RPS26/RPS29/RPS21/FAU	cluster_7_vs_rest
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	50	0.8268196323642121	4.172469819110578	1e-10	1.203125e-9	4.30921052631579e-10	878	tags=84%, list=12%, signal=74%	RPS3A/RPS4X/RPS6/RPS11/RPS18/RPS3/RPS8/RPSA/RPS24/RPS23/RPS27/RPS20/RPS14/RPS27A/RPS12/RPS7/RPS17/RPS10/RPS15A/RPS19/RPS9/RPS5/RPS25/RPS16/RPS13/EIF4A2/EIF4A1/RPS28/EIF3L/RPS26/RPS29/EIF3E/EIF4H/RPS21/FAU/EIF3H/EIF2S3/EIF3D/EIF3I/EIF3M/EIF3K/EIF1AX	cluster_7_vs_rest
