ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	33	0.7541455534301114	3.8329725027928685	1e-10	7.888071272358941e-9	4.97599826050324e-9	226	tags=39%, list=5%, signal=38%	MT-CO1/MT-ND4/MT-CO3/MT-CYB/MT-ND2/MT-ND1/MT-CO2/MT-ND5/MT-ND3/COX4I1/MT-ND6/UQCRB/COX7C	cluster_6_vs_rest
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	43	0.7157585672418215	3.767184265421997	1e-10	7.888071272358941e-9	4.97599826050324e-9	465	tags=51%, list=10%, signal=47%	MT-CO1/MT-ND4/MT-CO3/MT-CYB/MT-ND2/MT-ND1/MT-CO2/MT-ND5/MT-ATP6/MT-ND3/MT-ATP8/COX4I1/ATP5MC2/MT-ND6/UQCRB/ATP5F1E/COX7C/ATP5MG/COX6B1/NDUFA13/ATP5MC3/UQCRH	cluster_6_vs_rest
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	49	0.672268024511256	3.7165737311972187	1e-10	7.888071272358941e-9	4.97599826050324e-9	465	tags=45%, list=10%, signal=41%	MT-CO1/MT-ND4/MT-CO3/MT-CYB/MT-ND2/MT-ND1/MT-CO2/MT-ND5/MT-ATP6/MT-ND3/MT-ATP8/COX4I1/ATP5MC2/MT-ND6/UQCRB/ATP5F1E/COX7C/ATP5MG/COX6B1/NDUFA13/ATP5MC3/UQCRH	cluster_6_vs_rest
REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF	20	0.8018776478056784	3.4741283227637387	1e-10	7.888071272358941e-9	4.97599826050324e-9	493	tags=70%, list=10%, signal=63%	COL3A1/COL4A1/COL6A1/COL6A3/COL4A2/COL6A2/THBS1/PDGFRA/COL5A1/STAT1/PLCG1/GRB2/THBS2/THBS4	cluster_6_vs_rest
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	57	0.5346164959696091	2.9541688470099627	1.1288831874574514e-10	7.888071272358941e-9	4.97599826050324e-9	318	tags=39%, list=7%, signal=36%	COL1A1/COL1A2/COL3A1/CTSB/TIMP2/COL4A1/COL6A1/CTSD/COL6A3/COL4A2/COL6A2/TIMP1/HTRA1/COL5A1/LAMC1/CAPNS1/LAMB1/CAPN2/COL18A1/ACAN/FBN1/COL12A1	cluster_6_vs_rest
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	118	0.4308154491208904	2.698960993952582	1e-10	7.888071272358941e-9	4.97599826050324e-9	469	tags=34%, list=10%, signal=31%	COL1A1/SPARC/COL1A2/COL3A1/CTSB/TNR/TIMP2/COL4A1/P4HB/COL6A1/CTSD/COL6A3/COL4A2/COL6A2/THBS1/PTPRS/TIMP1/HTRA1/COL5A1/BGN/LAMC1/CAPNS1/LAMB1/ITGB8/PRKCA/SH3PXD2A/CAPN2/COL18A1/ITGB4/ACAN/FBN1/LUM/COL12A1/LTBP4/SERPINE1/CD47/COL11A1/CAST/ITGB2/ITGA5	cluster_6_vs_rest
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING	142	-0.5509812416879809	-2.2178190080006392	1e-10	7.888071272358941e-9	4.97599826050324e-9	1295	tags=65%, list=27%, signal=49%	ADRA2A/FPR3/PTGFR/XK/PTGER2/DRD2/PTGER3/ADRB2/NPY1R/GPR65/EDN1/CXCL9/TAC3/NPW/LPAR3/GPR4/TSHR/P2RY6/BDKRB2/F2RL2/OPRM1/WNT11/CXCL5/GNGT2/ADRA2C/WNT16/TACR1/CXCL6/CCR5/DHH/CCL19/ADM2/CALCB/CXCL10/ADGRE1/FZD9/SAA1/S1PR5/PTGDR/P2RY10/C5AR2/CCRL2/NTSR1/TAS2R14/WNT6/GPR143/DRD1/ADRA1B/PTH2R/UTS2R/QRFPR/HTR2B/CCR2/PTGIR/TAS2R20/CXCR2/HTR7/GPR18/GNRH1/KISS1/GIPR/CXCR3/HTR5A/NPY5R/FFAR4/CXCL11/FPR2/NMUR1/CXCR6/GPR55/HTR6/CCR4/CCL20/MC4R/CHRM5/GNG13/OXGR1/ACKR4/UCN2/BDKRB1/CCL13/XCR1/IHH/XCL2/TAS2R10/TAS1R1/FFAR3/NMUR2/HRH4/TAS2R8/MTNR1B/FSHR	cluster_6_vs_rest
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	108	-0.5596727018063206	-2.191476017855903	1e-10	7.888071272358941e-9	4.97599826050324e-9	1295	tags=74%, list=27%, signal=55%	CCR1/LPAR5/ACKR1/GAL/SSTR1/NTS/CXCL1/ADRA2A/FPR3/PTGFR/XK/PTGER2/DRD2/PTGER3/ADRB2/NPY1R/GPR65/EDN1/CXCL9/TAC3/NPW/LPAR3/GPR4/TSHR/P2RY6/BDKRB2/F2RL2/OPRM1/CXCL5/ADRA2C/TACR1/CXCL6/CCR5/CCL19/CXCL10/SAA1/S1PR5/PTGDR/P2RY10/C5AR2/CCRL2/NTSR1/GPR143/DRD1/ADRA1B/UTS2R/QRFPR/HTR2B/CCR2/PTGIR/CXCR2/HTR7/GPR18/GNRH1/KISS1/CXCR3/HTR5A/NPY5R/FFAR4/CXCL11/FPR2/NMUR1/CXCR6/GPR55/HTR6/CCR4/CCL20/MC4R/CHRM5/OXGR1/ACKR4/BDKRB1/CCL13/XCR1/XCL2/FFAR3/NMUR2/HRH4/MTNR1B/FSHR	cluster_6_vs_rest
REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	30	0.7094159877697547	3.424656127319738	1.295933470593359e-10	8.049186778463198e-9	5.077634066067547e-9	348	tags=60%, list=7%, signal=56%	COL1A1/SPARC/COL1A2/COL3A1/TNR/COL4A1/COL6A1/COL6A3/COL4A2/COL6A2/PTPRS/COL5A1/BGN/LAMC1/LAMB1/ACAN/LUM/SERPINE1	cluster_6_vs_rest
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	20	0.7867939558783692	3.408778351381064	2.3143419960962267e-10	1.2937171758177908e-8	8.161100723076169e-9	67	tags=50%, list=1%, signal=50%	COL1A1/SPARC/COL1A2/FTH1/FTL/COL3A1/HBB/HSP90B1/COL4A1/COL4A2	cluster_6_vs_rest
