ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	74	0.6501379643888437	3.35846865793318	1e-10	1.6333333333333333e-9	4.2105263157894736e-10	1099	tags=62%, list=20%, signal=51%	SPTBN1/DYNC1H1/SPTAN1/DST/GSN/NUMA1/KIF1B/NOTCH2/TRIO/CDC42/KIF5B/ARHGEF12/FSCN1/PAFAH1B1/APC/CCDC88A/CLIP2/CAPZB/CKAP5/NF1/TOP2A/ARHGAP5/MYH10/MYO9B/SMC1A/BCR/ABL1/CLASP1/FARP1/ARHGEF7/NIN/CDC42BPA/TBCD/ALMS1/HOOK3/CDK5RAP2/PCNT/SOS1/RABGAP1/ARFGEF1/DLG1/RICTOR/HDAC6/TSC1/LLGL1/TAOK2	cluster_8_vs_rest
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	32	0.7246658639180134	3.0848912491639147	1e-10	1.6333333333333333e-9	4.2105263157894736e-10	824	tags=62%, list=15%, signal=54%	RPS6/PPIA/RPS10/PGK1/TRIM28/CNBP/XPO1/SF3B3/IARS1/SMARCC1/SF3A1/DHX15/GSPT1/DDX21/XPOT/PSMA7/PSMA6/PSMD8/PRDX3/PSMB2	cluster_8_vs_rest
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	54	0.6148396852657538	2.9706247498901717	1e-10	1.6333333333333333e-9	4.2105263157894736e-10	1205	tags=63%, list=22%, signal=50%	PPIA/TPI1/ATP2A2/PGK1/PRDX1/FADS2/ACLY/RPN1/CXCR4/ACTR3/NAMPT/CCT6A/BTG2/STIP1/SLC7A5/ACACA/GSK3B/SLC2A3/HMGCS1/ITGB2/WARS1/CORO1A/HMGCR/CTSC/M6PR/SEC11A/LTA4H/PSMD13/PSMC2/PSMC4/LGMN/CYB5B/IFI30/IDH1	cluster_8_vs_rest
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	46	0.6162968779186583	2.885863362994355	1.075644202451821e-9	1.3176641480034806e-8	3.396771165637329e-9	1120	tags=59%, list=20%, signal=47%	ZMIZ1/NOTCH2/SYNE1/DUSP1/NFIB/PRKCA/TJP1/IGF1R/PHF3/NIPBL/AKT3/DYRK1A/PMP22/CDC42BPA/ATRN/TGFBR2/DDAH1/NRP1/SCAF8/MTA1/MMP16/CDK13/SLC7A1/ATXN1/DLG1/ARHGEF9/APBB2	cluster_8_vs_rest
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	57	0.5572210588052046	2.7418450202709335	4.96041512118431e-9	4.861206818760624e-8	1.2531575042991943e-8	1384	tags=58%, list=25%, signal=44%	HSPA8/ILF3/NUMA1/NOTCH2/KIF5B/XPO1/PAFAH1B1/TOP2A/MKI67/SMARCC1/NSD2/SMC1A/ABL1/TMPO/MT2A/TNPO2/GSPT1/SLC7A5/PRPF4B/UPF1/TLE3/SLC7A1/CTCF/PDS5B/DMD/PURA/POLE/RBM14/NUP50/H2BC12/H2AX/UBE2S/CCNT1	cluster_8_vs_rest
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	56	0.5341138908330946	2.608865670720533	5.3040807144151726e-8	4.331665916772391e-7	1.1166485714558258e-7	657	tags=41%, list=12%, signal=37%	CLU/SPTAN1/TXNIP/CCND2/GSN/CD44/MCL1/SOD2/ADD1/TIMP1/IFITM3/CREBBP/HSPB1/SAT1/TOP2A/GPX1/PPT1/BTG2/GPX4/PTK2/SATB1/BCAP31/MADD	cluster_8_vs_rest
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	22	0.70568727710389	2.7061998704380703	1.1581049031328502e-7	8.106734321929951e-7	2.0898133590367225e-7	1140	tags=73%, list=20%, signal=58%	DST/CD63/KIF1B/AP2M1/TMED10/SCRN1/MAPK1/PPT1/GBF1/AP1G1/CTSC/M6PR/ARFGEF1/VAMP3/SNX2/MON2	cluster_8_vs_rest
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	20	0.7104269345345691	2.641731259302355	1.5421148423828367e-6	9.445453409594875e-6	2.4349181721834267e-6	945	tags=70%, list=17%, signal=58%	B2M/ZMIZ1/CDK6/SAT1/LIFR/MYL12A/SELENOP/SGK1/HMGCS1/KRT19/HMGCR/ZBTB10/TMEM50A/SMS	cluster_8_vs_rest
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	43	0.507303645793471	2.296399065896544	1.811282261969665e-5	9.86142564850151e-5	2.5421505431153195e-5	1174	tags=49%, list=21%, signal=39%	FOS/BCAN/TPI1/PGK1/DUSP1/ZFP36/NCAN/CXCR4/PRKCA/BTG1/FOXO3/MT2A/ZNF292/SLC2A3/TNFAIP3/HEXA/CHST3/CP/PLIN2/VHL/S100A4	cluster_8_vs_rest
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	61	0.4445137147877838	2.194364344169246	2.348395739186475e-5	1.0950392247710326e-4	2.8228723302368193e-5	501	tags=25%, list=9%, signal=23%	RPS12/FOS/TXNIP/CCND2/CTSD/SAT1/NOTCH1/CYFIP2/ABAT/HINT1/BTG1/BTG2/FOXO3/S100A10/STOM	cluster_8_vs_rest
