ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	128	0.7121034036512124	4.1504967656497636	1e-10	7.000000000000001e-10	2.5563909774436086e-10	1777	tags=84%, list=23%, signal=65%	HNRNPA1/RPS6/HSP90AB1/RPS3/RPL6/EIF4G2/PPIA/RPS10/HNRNPU/YWHAE/NPM1/HNRNPC/NAP1L1/RPL14/RPL34/RPL22/EIF4A1/SET/YWHAQ/HNRNPA3/EEF1B2/SLC25A3/HSPD1/SRSF3/CNBP/RAN/PCBP1/XRCC6/XPO1/PTGES3/HNRNPD/SRSF2/CCT7/SRSF1/ILF2/SYNCRIP/HNRNPR/TCP1/STARD7/CBX3/H2AZ1/EIF3D/CCT4/APEX1/RAD23B/IARS1/VDAC1/DEK/TARDBP/SF3A1/EPRS1/PHB2/HDAC2/TUFM/PA2G4/GSPT1/KPNA2/UBA2/EIF1AX/XPOT/SNRPD2/ETF1/GLO1/KARS1/NOLC1/PPM1G/PSMD1/PSMA6/PHB/PSMD8/UBE2L3/FBL/MCM4/PCNA/PRDX3/SSB/PSMB2/PSMA1/NME1/BUB3/ERH/NCBP2/PSMA4/CLNS1A/C1QBP/PSMA2/VDAC3/SNRPD3/HSPE1/PSMB3/TOMM70/GOT2/RRM1/ABCE1/PSMD7/TFDP1/UBE2E1/ACP1/USP1/CUL1/EIF2S1/MYC/EIF4E/POLE3/TYMS/PSMC6/MCM6	cluster_5_vs_rest
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	98	0.580361984000106	3.226719994411457	1e-10	7.000000000000001e-10	2.5563909774436086e-10	2048	tags=70%, list=27%, signal=52%	PPIA/HSPD1/PRDX1/ACTR2/SQSTM1/SERPINH1/ACTR3/NAMPT/PPP1R15A/SSR1/ADD3/EPRS1/PFKL/HSPA4/SLC2A1/DDIT4/STIP1/SLC7A5/ELOVL5/XBP1/FADS1/ACSL3/ETF1/TCEA1/SLC2A3/NMT1/HMGCS1/RAB1A/BHLHE40/PSAT1/MCM4/CYP51A1/PPA1/CCNG1/PSME3/ADIPOR2/RPA1/CORO1A/HMGCR/PSMB5/M6PR/PDAP1/PSMA4/SEC11A/LTA4H/RDH11/IMMT/PSMD13/HSPE1/USO1/PSMC2/CACYBP/GGA2/HK2/DHFR/P4HA1/LGMN/CYB5B/IDI1/IDH1/UFM1/PSMC6/SC5D/PSMD14/PITPNB/PIK3R3/PSMD12/LDLR/FGL2	cluster_5_vs_rest
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	144	0.5206099006571137	3.1131555281171623	1e-10	7.000000000000001e-10	2.5563909774436086e-10	2836	tags=76%, list=37%, signal=48%	ATP5F1B/LDHB/ATP5F1A/SLC25A3/COX4I1/GLUD1/ATP5MC2/HADHA/SLC25A5/CS/UQCRB/ATP5F1E/COX7C/VDAC1/ATP1B1/PHB2/ACADVL/COX6A1/NDUFA4/ATP5MG/CYCS/VDAC2/UQCRC2/IDH2/ATP5PB/ATP5PO/MDH1/ATP5F1C/COX6B1/ATP5MC3/UQCRH/UQCRC1/COX6C/HADHB/SDHA/PRDX3/COX7A2/ATP6V1E1/ATP6V1G1/COX8A/NNT/ATP5PD/ATP5MF/OXA1L/VDAC3/IMMT/ATP6V0E1/NDUFA5/ECH1/TOMM70/GOT2/COX7A2L/ATP6V1F/NDUFB8/COX7B/UQCRFS1/OAT/ATP5PF/NDUFB4/ALDH6A1/UQCRQ/DLST/NDUFC2/IDH1/DLD/NDUFA1/MGST3/PDHA1/SDHC/NDUFV2/COX5A/ECHS1/ISCU/AFG3L2/NDUFB5/IDH3B/ACADM/NDUFS3/UQCR10/SDHD/NDUFB2/NDUFA9/ATP6V1D/TOMM22/SUCLG1/ACAA2/ETFA/NDUFA6/PDHB/ATP5ME/RHOT2/ACAT1/ATP6V1H/TIMM17A/HSD17B10/IDH3A/FH/ISCA1/MRPS30/SLC25A11/RETSAT/SDHB/NDUFS7/DECR1/ETFB/ATP5MC1/SUCLA2/NDUFA3/DLAT	cluster_5_vs_rest
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	52	0.640078028656376	3.0623856861938923	1e-10	7.000000000000001e-10	2.5563909774436086e-10	918	tags=50%, list=12%, signal=44%	COL1A1/SPARC/COL1A2/DST/TNC/ITGB1/CD59/RHOB/COL6A2/JUN/FSTL1/GJA1/PPIB/HTRA1/DCN/CALU/SERPINH1/CADM1/PFN2/LUM/MMP2/VEGFA/PLOD1/QSOX1/ACTA2/TNFAIP3	cluster_5_vs_rest
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	42	0.6606932214157349	2.991302232449874	1e-10	7.000000000000001e-10	2.5563909774436086e-10	1254	tags=67%, list=16%, signal=56%	B2M/ZMIZ1/XRCC5/TSC22D1/AKAP12/XRCC6/NCOA4/NDRG1/DBI/VAPA/MYL12A/SELENOP/PA2G4/ELOVL5/SGK1/FADS1/ACSL3/PDLIM5/LMAN1/SPCS3/UBE2J1/HMGCS1/UBE2I/GNAI3/HMGCR/ZBTB10/TMEM50A/ARID5B	cluster_5_vs_rest
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	83	0.5540404063511317	2.94358238076875	1e-10	7.000000000000001e-10	2.5563909774436086e-10	2022	tags=64%, list=27%, signal=47%	HSPA8/HNRNPU/NCL/STMN1/HMGN2/NUMA1/RAD21/KIF5B/H2AZ2/XPO1/HNRNPD/PAFAH1B1/SRSF2/SRSF1/HMGA1/SYNCRIP/H2AZ1/RAD23B/ABL1/MT2A/GSPT1/CBX1/SLC7A5/KPNA2/AMD1/NUP98/NOLC1/PRPF4B/UPF1/JPT1/MCM3/TLE3/CUL3/BUB3/LBR/CTCF/CDC27/POLE/SS18/TFDP1/RBM14/CUL1/MYC/PML/CHMP1A/CDC25B/MCM6/UBE2S/PRMT5/CCNT1/SNRPD1/KIF22/DKC1	cluster_5_vs_rest
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	74	0.561815656729212	2.882285839141938	1e-10	7.000000000000001e-10	2.5563909774436086e-10	2318	tags=73%, list=30%, signal=51%	SPTBN1/DST/YWHAE/NUMA1/SEPTIN9/TRIO/CDC42/KIF5B/FLNB/PAFAH1B1/AKAP13/CLIP2/DYNLL2/MYO9B/MAPRE1/CSNK1D/ABL1/CLASP1/SYNPO/ARHGEF2/PDLIM5/SMC3/CDC42BPA/TBCD/ALMS1/ITSN1/RALBP1/CDK5RAP2/PCNT/ARF6/SOS1/ARHGEF11/ARFGEF1/CDC27/HDAC6/TSC1/KIFAP3/ABI1/CYTH2/RFC1/TUBGCP2/LATS1/TUBGCP6/MAP3K11/KIF22/CEP250/SORBS2/ANLN/BCAR1/RAPGEF6/MAP1S/RASAL2/ATG4B/MARK4	cluster_5_vs_rest
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	81	0.5104753888452775	2.700742653566048	2.013106857121177e-10	1.2330279499867209e-9	4.503002180402632e-10	1065	tags=42%, list=14%, signal=36%	FOS/ANXA2/JUN/AKAP12/KLF6/DCN/DUSP1/ZFP36/NDRG1/MIF/IRS2/ALDOC/PRKCA/PPP1R15A/PNRC1/PFKFB3/FOSL2/PFKL/FOXO3/MT2A/SLC2A1/DDIT4/WSB1/VEGFA/ZNF292/PRDX5/SLC2A3/KLHL24/TNFAIP3/BHLHE40/PFKP/SDC2/UGP2/KDM3A	cluster_5_vs_rest
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	57	0.5766637976181089	2.8069462471201745	3.756215031174011e-10	2.045050405861406e-9	7.468497722802126e-10	1175	tags=51%, list=15%, signal=43%	COL1A1/COL1A2/ANXA2/ZMIZ1/GJA1/SYNE1/DUSP1/PRKCA/FYN/ADD3/IGF1R/PHF3/NIPBL/DYRK1A/PLPP3/ATP2C1/PRDM2/PDLIM5/CDC42BPA/SRI/RUNX1/TGFBR2/BHLHE40/DDAH1/SCAF8/SDC2/MTA1/CDK13/ATXN1	cluster_5_vs_rest
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	104	0.44767302642268475	2.5355056527604476	9.04849188888434e-9	4.433761025553327e-8	1.6192038116950924e-08	1349	tags=40%, list=18%, signal=34%	TNC/FOS/MCL1/RHOB/SOD2/JUN/EGR1/TSC22D1/KLF6/DUSP1/ZFP36/SQSTM1/CCNL1/IRS2/JUNB/NAMPT/PPP1R15A/PNRC1/NFKBIA/PFKFB3/FOSL2/ABCA1/PER1/NFAT5/SGK1/PLPP3/VEGFA/PDLIM5/IER2/SNN/SLC2A3/NR4A1/TNFAIP3/BHLHE40/CFLAR/KDM6B/KLF10/ZBTB10/RELA/TNIP1/BCL6/GADD45B	cluster_5_vs_rest
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	55	0.5478384878428253	2.6491241015783746	9.98189458778771e-9	4.446480316378161e-8	1.6238488803099624e-8	2516	tags=75%, list=33%, signal=50%	DST/AP2M1/TMED10/SCRN1/MAPK1/ERGIC3/TMED2/PPT1/CLCN3/ABCA1/COPB1/RAB14/LMAN1/GOLGA4/GBF1/AP1G1/RAB2A/ANP32E/STX16/M6PR/ARFGEF1/VAMP3/SEC22B/USO1/SNX2/RAB5A/STX12/MON2/STX7/BNIP3/SCAMP1/GOSR2/KRT18/YIPF6/TSG101/AP2S1/VPS45/TMX1/ATP6V1H/GALC/VPS4B	cluster_5_vs_rest
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	93	0.44042926855953407	2.4141158947287593	4.903570293572625e-8	2.0022912032088218e-7	7.312341665853914e-8	1777	tags=45%, list=23%, signal=35%	TUBB/NAP1L1/STMN1/RAD21/RAN/XRCC6/XPO1/HNRNPD/SRSF2/SRSF1/HMGA1/SYNCRIP/H2AZ1/PSIP1/DEK/PA2G4/GSPT1/KPNA2/NUDT21/SNRPB/SMC3/DNMT1/RBBP7/NOLC1/JPT1/CSE1L/ANP32E/MCM4/MCM3/PCNA/RPA1/NME1/LBR/CTCF/CIT/POLE/RFC1/USP1/EIF2S1/MYC/CDC25B/MCM6	cluster_5_vs_rest
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	110	0.41307510462111224	2.353212219677596	7.452268436717149e-8	2.808931949224156e-7	1.025818327321389e-7	2081	tags=49%, list=27%, signal=36%	UBC/APLP2/RTN3/CS/BAZ2A/PHLDB1/PFKFB3/G3BP2/PFKL/COX6A1/GHITM/ABCA1/PPP1R15B/STOM/ATP5PO/RNF11/REEP5/NMT1/ALDH2/TALDO1/ITSN1/UQCRC1/CMPK1/PRDX3/ACOX1/LPL/ADIPOR2/COX8A/SCP2/ATP1B3/IMMT/BCL6/NDUFA5/RREB1/ECH1/PDCD4/PLIN2/UCP2/COX7B/IFNGR1/UQCRQ/PPM1B/IDH1/DLD/PTCD3/MGST3/SDHC/MTCH2/ECHS1/SCARB1/ACADM/PIM3/NDUFS3/UQCR10	cluster_5_vs_rest
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	58	0.5015496580597836	2.457197768512917	4.001367766726581e-7	1.4004787183543034e-6	5.114530228146757e-7	2439	tags=71%, list=32%, signal=48%	MCL1/RHOB/SOD2/JUN/DCN/CREBBP/HSPB1/SQSTM1/ANXA1/DNAJA1/LMNA/PPT1/LUM/MMP2/FEZ1/VDAC2/ETF1/BCAP31/DAP/CFLAR/RELA/GADD45B/PDCD4/PSEN1/IFNGR1/SLC20A1/DAP3/CD69/IRF1/CDC25B/SC5D/DFFA/KRT18/PLPPR4/HMOX1/DIABLO/RARA/WEE1/RHOT2/ATF3/GNA15	cluster_5_vs_rest
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	42	0.5602711307306907	2.5366391387226916	5.014104058982033e-7	1.637940659267464e-6	5.981738175627688e-7	1006	tags=45%, list=13%, signal=39%	CFL1/AP2M1/RAC1/YWHAB/ACTR2/PTPN11/SQSTM1/ACTR3/MAPK1/GRK2/ARPC3/PLCG1/SLC2A1/GRB2/MKNK2/RAF1/TSC2/UBE2N/PPP1CA	cluster_5_vs_rest
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	59	0.4823677990926113	2.363911637228526	1.2470051679082055e-6	3.81895332671888e-6	1.3946768325289143e-6	2022	tags=54%, list=27%, signal=40%	RPS14/YWHAZ/NPM1/EIF4A1/FUS/KIF5B/KHSRP/SSR1/IARS1/DDIT4/SLC7A5/VEGFA/XBP1/XPOT/SPCS3/NOLC1/BANF1/PSAT1/ATP6V0D1/SEC11A/EIF4A3/PAIP1/BAG3/EIF2S1/EIF4E/EIF2AK3/GOSR2/SPCS1/CNOT6/ARFGAP1/DCP1A/DKC1	cluster_5_vs_rest
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	19	0.7069315945145446	2.5758378132024804	1.4679148491663792e-6	4.2310486828913285e-6	1.5451735254382939e-6	1171	tags=68%, list=15%, signal=58%	SPTBN1/RHOA/NCOR2/RAB31/JUNB/PPP1R15A/FKBP1A/SKI/PPP1CA/PPM1A/TGFBR1/KLF10/ARID4B	cluster_5_vs_rest
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	26	0.5528167635376726	2.2230945965529485	1.5808737040345634e-4	4.303489527649645e-4	1.571628828572373e-4	2398	tags=69%, list=31%, signal=48%	MBP/SOD2/PRDX1/PRNP/MPO/JUNB/PRDX6/PRDX2/PFKP/ABCC1/TXN/NDUFB4/SCAF4/LAMTOR5/EGLN2/PRDX4/NDUFA6/SBNO2	cluster_5_vs_rest
