ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	105	0.6708684831504995	3.9174755997082347	1e-10	7.142857142857143e-10	1.6541353383458646e-10	1909	tags=70%, list=21%, signal=55%	HNRNPA1/RPS6/HSP90AB1/RPS3/RPL6/HNRNPA2B1/PPIA/RPS10/RPL18/YWHAE/RPS5/HNRNPC/NAP1L1/RPL14/RPL34/RPL22/YWHAQ/HNRNPA3/EEF1B2/KPNB1/TRIM28/SRSF3/CNBP/RAN/CCT3/XPO1/PTGES3/HNRNPD/CCT7/SF3B3/STARD7/CBX3/CCT4/IARS1/VDAC1/SMARCC1/EIF3B/TARDBP/SF3A1/FAM120A/PABPC4/TUFM/PA2G4/EIF1AX/SNRPD2/GLO1/SRSF7/PSMA7/KARS1/NOLC1/PSMA6/PHB/UBE2L3/FBL/MCM4/PRDX3/SSB/BUB3/ERH/NCBP2/CLNS1A/PSMA2/VDAC3/HSPE1/PSMB3/TOMM70/GOT2/CAD/MCM2/MCM5/PSMD7/UBE2E1/ACP1	cluster_4_vs_rest
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	127	0.6155366356160157	3.7132846286856283	1e-10	7.142857142857143e-10	1.6541353383458646e-10	1128	tags=50%, list=13%, signal=44%	FN1/VIM/COL1A1/SPARC/COL1A2/LRP1/COL3A1/FLNA/DST/VCAN/TNC/ITGB1/COL4A1/TPM4/CD44/COL6A3/COL4A2/COL6A2/JUN/FSTL1/THBS1/NOTCH2/SERPINE2/DCN/COL5A1/BGN/MEST/LAMC1/COPA/COL5A2/CCN2/ITGAV/SAT1/MMP14/CALU/TGFBI/POSTN/SERPINH1/PFN2/FBN1/TAGLN/CDH2/LUM/MMP2/ELN/IGFBP4/COL12A1/GPC1/TPM1/SERPINE1/FBLN1/APLP1/VEGFA/PMP22/PLOD1/CCN1/CDH11/CXCL8/THBS2/QSOX1/ITGA5/TNFAIP3/PDGFRB	cluster_4_vs_rest
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	136	0.5237426763968387	3.24300979808813	1e-10	7.142857142857143e-10	1.6541353383458646e-10	1861	tags=51%, list=21%, signal=41%	SPTBN1/FLNA/DYNC1H1/SPTAN1/DST/MYH9/YWHAE/MARCKS/NUMA1/SEPTIN9/ACTN4/NOTCH2/TRIO/ARHGDIA/CDC42/FLNB/WASF2/ARHGEF12/FSCN1/PREX1/PCM1/AKAP13/CLIP2/CKAP5/NF1/TOP2A/MYH10/DYNLL2/MYO9B/EPB41L2/KLC1/SMC1A/CSNK1D/PALLD/ABL1/CENPF/CLASP1/VCL/FARP1/ARHGEF2/SMC3/NIN/CDC42BPA/ROCK1/CTTN/SMC4/TBCD/ALMS1/HOOK3/RALBP1/CLIP1/CDK5RAP2/PCNT/PXN/SSH2/SOS1/ARHGEF11/ARFGEF1/DOCK4/RICTOR/HDAC6/TSC1/KIFAP3/TAOK2/ABI1/PCGF5/CYTH2/NET1/TUBGCP2	cluster_4_vs_rest
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	81	0.5860551680121655	3.1931202295492205	1e-10	7.142857142857143e-10	1.6541353383458646e-10	1841	tags=59%, list=20%, signal=48%	COL1A1/COL1A2/MAP1B/COL3A1/IGFBP5/ANXA2/ZMIZ1/ATP2B4/NOTCH2/SYNE1/DUSP1/LAMC1/COL5A2/NFIB/ADD3/IGF1R/PHF3/NIPBL/DYRK1A/SERPINE1/PMP22/PRDM2/CCN1/CDC42BPA/SRI/RUNX1/ATRN/TGFBR2/PDGFRB/YTHDC1/BHLHE40/DDAH1/NRP1/SCAF8/SIPA1L1/LTBP1/MTA1/CDK13/SLC7A1/ATXN1/CITED2/SMAD3/DLC1/ABCC1/CAV1/RXRA/ERBB2/KALRN	cluster_4_vs_rest
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	148	0.46997182737620985	2.9272592489622924	1e-10	7.142857142857143e-10	1.6541353383458646e-10	2985	tags=66%, list=33%, signal=45%	ATP5F1B/LDHB/ATP5F1A/COX4I1/GLUD1/ATP5MC2/HADHA/UQCRB/CYB5R3/ATP5F1E/ATP6V0C/COX7C/VDAC1/ATP1B1/COX6A1/NDUFA4/ATP5MG/CYCS/VDAC2/UQCRC2/ATP5PB/NDUFS1/ATP5PO/MDH1/OGDH/ATP5F1C/COX6B1/ATP5MC3/UQCRH/ATP6V0B/UQCRC1/COX6C/HADHB/PRDX3/COX7A2/ATP6V1E1/ATP6V1G1/CPT1A/NNT/ATP5PD/ATP5MF/NDUFS2/VDAC3/ATP6V0E1/NDUFA5/ECH1/TOMM70/COX5B/GOT2/COX7A2L/ATP6V1F/NDUFB8/COX7B/UQCRFS1/OAT/ATP5PF/NDUFB4/ALDH6A1/UQCRQ/NDUFC2/DLD/ATP6V1C1/UQCR11/NDUFA1/MGST3/PDHA1/SDHC/NDUFV2/COX5A/ECHS1/ISCU/NDUFB5/PDK4/IDH3B/POR/ACADM/ATP5F1D/NDUFS3/UQCR10/SDHD/NDUFB2/NDUFA9/ATP6V1D/TOMM22/SLC25A4/SUCLG1/ACAA2/ETFA/NDUFA6/PDHB/ATP5ME/RHOT2/ACAT1/ATP6V1H/TIMM17A/HSD17B10/IDH3A/FH	cluster_4_vs_rest
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	89	0.5012178748104	2.8093040314675357	1e-10	7.142857142857143e-10	1.6541353383458646e-10	1790	tags=48%, list=20%, signal=39%	IGFBP5/PPIA/SCD/ATP2A2/PRDX1/UBE2D3/ACLY/SQSTM1/SERPINH1/NAMPT/PPP1R15A/SSR1/ADD3/TFRC/PFKL/STIP1/SLC7A5/ACACA/XBP1/SERP1/TCEA1/GSK3B/DHCR24/SLC2A3/RAB1A/BHLHE40/PSAT1/MCM4/PPA1/PHGDH/ADIPOR2/EDEM1/SHMT2/NUP205/CTSC/PSMB5/RDH11/PSMD13/HSPE1/PSMC2/CACYBP/MCM2/HK2	cluster_4_vs_rest
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	98	0.47805498595614115	2.73451485354858	1e-10	7.142857142857143e-10	1.6541353383458646e-10	1818	tags=50%, list=20%, signal=40%	MYH9/HDLBP/ANXA2/IDS/JUN/AKAP12/KLF6/DCN/DUSP1/COL5A1/ZFP36/BGN/CCN2/DTNA/TGFBI/MIF/IRS2/CAVIN1/KIF5A/ALDOC/PPP1R15A/PNRC1/NDST1/PFKFB3/FOSL2/PFKL/EGFR/FOXO3/GPC1/SERPINE1/WSB1/VEGFA/ZNF292/CCN1/PRDX5/SLC2A3/TNFAIP3/BHLHE40/UGP2/HEXA/CITED2/ETS1/CHST3/PLIN2/GAA/CAV1/VHL/HK2/KLF7	cluster_4_vs_rest
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	57	0.5495031834122069	2.835083872352287	5.04865367461362e-10	3.1554085466335125e-9	7.307261897467082e-10	2451	tags=67%, list=27%, signal=49%	EEF2/RPS14/YWHAZ/EIF4A2/EIF4G1/FUS/ATF4/KHSRP/SEC31A/SSR1/IARS1/HYOU1/SLC7A5/VEGFA/SHC1/XBP1/SERP1/NOLC1/BANF1/SRPRA/PSAT1/TTC37/EDEM1/HERPUD1/ATP6V0D1/TSPYL2/ATF6/PAIP1/EIF4E/EDC4/H2AX/EIF2AK3/GOSR2/SPCS1/ARFGAP1/NHP2/DCP1A/DKC1	cluster_4_vs_rest
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	102	0.4443740095424362	2.602894301208603	6.304662605127887e-10	3.5025903361821593e-9	8.111261831158686e-10	1518	tags=43%, list=17%, signal=36%	EIF1/TNC/MARCKS/CD44/MCL1/JUN/EGR1/TSC22D1/CCND1/KLF6/DUSP1/ZFP36/SQSTM1/SAT1/IRS2/JUNB/NAMPT/FOSB/PPP1R15A/PNRC1/PFKFB3/FOSL2/ABCA1/PER1/SERPINE1/NFAT5/VEGFA/IER2/CCN1/SNN/JAG1/SLC2A3/TNFAIP3/BHLHE40/CFLAR/NFE2L2/B4GALT5/KDM6B/KLF2/KLF10/ZBTB10/SMAD3/RELA/B4GALT1	cluster_4_vs_rest
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	50	0.5799305914797157	2.845476623003099	8.872709591750522e-10	4.436354795875261e-9	1.0273663737816393e-9	1509	tags=54%, list=17%, signal=45%	CFL1/CLTC/PFN1/RAC1/YWHAB/ARHGDIA/UBE2D3/PTPN11/SQSTM1/GRK2/ARPC3/EGFR/PLCG1/GRB2/AKT1/MKNK2/SMAD2/ACACA/CSNK2B/TSC2/ITPR2/GSK3B/UBE2N/PIKFYVE/CAB39/STAT2/TNFRSF1A	cluster_4_vs_rest
