ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	29	0.6491295606306074	2.871455794814326	2.091370982877858e-8	3.8690363183240373e-7	2.091370982877858e-7	439	tags=66%, list=20%, signal=53%	YWHAE/NAP1L1/ODC1/EIF3D/IARS1/MCM7/EIF3B/DHX15/IMPDH2/KPNA2/CDK4/MCM4/RANBP1/CAD/MCM2/RRM1/MCM5/MYC/MCM6	cluster_9_vs_rest
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	40	0.5738748202256043	2.777462144312753	1.0698106324121773e-8	3.8690363183240373e-7	2.091370982877858e-7	211	tags=45%, list=10%, signal=41%	COL1A1/COL1A2/FLNA/COL4A1/COL6A3/COL4A2/THBS1/COL5A1/LAMC1/COL5A2/TGFBI/MCM7/TAGLN/IGFBP4/COL12A1/COL11A1/CXCL8/ITGA5	cluster_9_vs_rest
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	52	0.4651597783727154	2.4573147627002054	1.5144640831211038e-6	1.8678390358493613e-5	1.0096427220807358e-5	655	tags=54%, list=30%, signal=39%	FLNA/MYH9/YWHAE/TOP2A/DYNLL2/KLC1/SMC1A/CENPF/NIN/SMC4/KIF3C/ITSN1/RALBP1/KIF3B/DLG1/TIAM1/LMNB1/PCGF5/TPX2/WASL/MID1IP1/NUSAP1/KIF22/PRC1/KNTC1/RACGAP1/CEP57/KIF11	cluster_9_vs_rest
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	17	0.6463608977625627	2.4458310686841283	2.267706795226689e-5	2.0976287855846873e-4	1.1338533976133446e-4	413	tags=59%, list=19%, signal=48%	COL1A1/COL1A2/LAMC1/COL5A2/COL11A1/DLG1/CAV1/KALRN/MYC/NEK7	cluster_9_vs_rest
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	15	0.6773897058823529	2.433267325951291	3.488672126904029e-5	2.5816173739089815e-4	1.3954688507616115e-4	717	tags=100%, list=33%, signal=68%	GNAS/SCRN1/IGF2R/EGFR/CLCN3/NAPA/VAMP3/RAB5A/STX7/RAB22A/SCAMP3/ATP6V1H/TPD52/SEC24D/AP3S1	cluster_9_vs_rest
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	21	0.5737327188940092	2.2566597697636572	5.879484452806476e-5	3.6256820792306604e-4	1.9598281509354922e-4	946	tags=100%, list=43%, signal=57%	COX4I1/MFN2/COX6C/COX5B/ALDH6A1/NDUFV2/ISCU/SLC25A4/RHOT1/ATP5ME/ATP6V1H/IDH3A/NDUFA3/NDUFA2/PDP1/MPC1/BDH2/MRPS15/NDUFB1/NDUFC1/SLC25A12	cluster_9_vs_rest
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	84	0.3227319485595256	1.8695958390649312	1.1715854233503427e-4	6.192665809137526e-4	3.3473869238581216e-4	359	tags=27%, list=16%, signal=24%	NAP1L1/PRKDC/LUC7L3/HMGA1/TOP2A/MKI67/SMC1A/MCM7/SSRP1/TMPO/KPNA2/DNMT1/CDK4/SMC4/NCAPD2/MCM4/MCM3/NUP205/LBR/RANBP1/MCM2/LMNB1/MCM5	cluster_9_vs_rest
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	85	0.29983551710213174	1.7529777446142416	3.967513527735114e-4	0.0018349750065774903	9.918783819337785e-4	1445	tags=96%, list=66%, signal=34%	CCND1/ODC1/HMGA1/TOP2A/MKI67/SMC1A/TMPO/CENPF/KPNA2/AMD1/CDK4/NUP98/SMC4/MCM3/LBR/PURA/MCM2/LMNB1/MCM5/TPX2/MYC/H2BC12/MCM6/PRMT5/NUSAP1/KIF22/SMC2/MYBL2/PRC1/ODF2/TACC3/RACGAP1/EZH2/KIF11/BIRC5/CKS1B/CDK1/CDKN2C/CKS2/MAD2L1/INCENP/WRN/E2F2/KNL1/CENPE/BUB1/CCNA2/KIF20B/PLK1/CDC20/CCNB2/KIF2C/KIF4A/KIF23/KIF15/CHEK1/DTYMK/BRCA2/DBF4/ESPL1/RBL1/POLA2/HOXC10/FANCC/CDC6/CDC7/CCNF/TROAP/PBK/TTK/STIL/NDC80/GINS2/PLK4/AURKA/PRIM2/CDC25A/HMMR/NEK2/EXO1/CDC45/POLQ	cluster_9_vs_rest
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	21	0.5170443176363592	2.033687590702711	5.698225159457551e-4	0.0023426036766658817	0.0012662722576572336	414	tags=57%, list=19%, signal=47%	COL6A1/PRNP/ODC1/IGF2R/ALCAM/XBP1/BCL2L1/NCS1/PTCH1/TIAM1/MYC/CDC42SE2	cluster_9_vs_rest
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	19	0.5488423445464138	2.124018619964799	7.4903640008677e-4	0.002771434680321049	0.00149807280017354	407	tags=53%, list=19%, signal=43%	RAC1/PTPN11/GRK2/EGFR/RAF1/CDK4/PRKCB/TIAM1/MAPK10/DUSP3	cluster_9_vs_rest
