ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	115	0.5549792951957835	3.3147915753710273	1e-10	1.6e-9	4.912280701754387e-10	1106	tags=50%, list=15%, signal=44%	FN1/VIM/COL1A1/COL1A2/LRP1/COL3A1/SPP1/DST/VCAN/ITGB1/COL4A1/TPM4/CD59/COL6A3/RHOB/COL6A2/FSTL1/THBS1/NOTCH2/TIMP1/PPIB/DCN/COL5A1/LAMC1/LGALS1/COL5A2/SAT1/MMP14/CALU/TGFBI/POSTN/CALD1/ENO2/SCG2/SERPINH1/MGP/MCM7/FBN1/TAGLN/CDH2/IGFBP2/LUM/MMP2/IGFBP4/TPM1/SERPINE1/FBLN1/IGFBP3/PMP22/PLOD1/EDIL3/CCN1/CXCL8/QSOX1/ACTA2/ITGA5/MATN2/SGCB	cluster_7_vs_rest
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	131	0.5226033910817487	3.1418649350725643	1e-10	1.6e-9	4.912280701754387e-10	1820	tags=59%, list=25%, signal=45%	GAPDH/ENO1/PPIA/CANX/ALDOA/HSP90B1/HSPA5/CALR/LDHA/TPI1/PGK1/HSPD1/PRDX1/FADS2/HSPA9/ACTR2/UBE2D3/SQSTM1/RPN1/SERPINH1/ACTR3/NAMPT/PPP1R15A/CCT6A/EPRS1/TFRC/PFKL/HSPA4/STIP1/SLC7A5/ELOVL5/CDKN1A/ACACA/FADS1/ACSL3/MLLT11/ETF1/SERP1/TCEA1/TXNRD1/GSK3B/SLC2A3/RAB1A/BCAT1/CYP51A1/PPA1/WARS1/YKT6/CCNG1/ADIPOR2/EDEM1/SHMT2/EIF2S2/CTSC/PSMB5/M6PR/PDAP1/PSMA4/SEC11A/LTA4H/RDH11/IMMT/PSMD13/HSPE1/PLOD2/USO1/PSMC2/CACYBP/DHFR/P4HA1/DDX39A/PSMC4/LGMN/CYB5B/IFI30/IDI1/IDH1	cluster_7_vs_rest
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	95	0.4735733410614186	2.760416561180381	1e-10	1.6e-9	4.912280701754387e-10	1670	tags=49%, list=23%, signal=39%	SPTBN1/DYNC1H1/SPTAN1/DST/YWHAE/MARCKS/NUMA1/KIF1B/NOTCH2/CDC42/KIF5B/WASF2/EZR/ARHGEF12/PREX1/APC/AKAP13/CLIP2/CAPZB/ABR/NF1/MYH10/LRPPRC/SMC1A/CSNK1D/BCR/CDC42EP4/VCL/FARP1/SMC3/NIN/SMC4/TBCD/ALMS1/ITSN1/PCNT/ARF6/SSH2/BIN1/DOCK4/DLG1/RANBP9/RICTOR/LLGL1/TAOK2/LMNB1/PCGF5	cluster_7_vs_rest
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	65	0.5251413397768554	2.8574427837293186	3.8486977840855836e-10	4.618437340902701e-9	1.4179412888736361e-9	1687	tags=58%, list=23%, signal=45%	COL1A1/COL1A2/MAP1B/COL3A1/ANXA2/ZMIZ1/ATP2B4/NOTCH2/SYNE1/LAMC1/COL5A2/NFIB/PRKCA/TJP1/IGF1R/PHF3/CELF2/NIPBL/SERPINE1/ATP2C1/PMP22/MGLL/CCN1/SRI/RUNX1/ATRN/NRP1/SCAF8/SDC2/MTA1/KCNMA1/SLC7A1/ATXN1/CITED2/DLG1/CAV1/RXRA/ERBB2	cluster_7_vs_rest
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	60	0.5186012873442105	2.7685682978696735	8.942808821018828e-9	8.585096468178074e-8	2.6357752314581813e-8	1682	tags=55%, list=23%, signal=43%	GNAS/DST/ATP1A1/CD63/KIF1B/ARF1/AP2M1/TMED10/PAM/LAMP2/ERGIC3/TMED2/PPT1/SOD1/COPB2/ARCN1/COPB1/RAB14/LMAN1/ADAM10/GBF1/RAB2A/ANP32E/DNM1L/YKT6/STX16/CTSC/M6PR/VAMP3/SEC22B/USO1/SNX2/RAB5A	cluster_7_vs_rest
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	51	0.4971340493814859	2.554101136031545	2.5505436757209993e-7	2.0404349405767995e-6	6.264493238612981e-7	1191	tags=45%, list=16%, signal=38%	HSP90B1/CALR/CFL1/PFN1/ARF1/AP2M1/RAC1/YWHAB/ACTR2/UBE2D3/SQSTM1/ACTR3/ARPC3/CDKN1A/ACACA/CSNK2B/TSC2/ITPR2/GSK3B/CDK4/UBE2N/PPP1CA/PIKFYVE	cluster_7_vs_rest
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	70	0.4431855894896708	2.44806609027019	4.0717907976555247e-7	2.7920851183923596e-6	8.572191152958999e-7	2131	tags=56%, list=29%, signal=40%	RPS14/HSP90B1/YWHAZ/HSPA5/CALR/NPM1/EIF4A2/EIF4A1/ATF4/HSPA9/KIF5B/PDIA6/KHSRP/IARS1/SLC7A5/SHC1/XPOT/NOP56/SERP1/SPCS3/BANF1/SRPRA/EDEM1/CNOT2/TARS1/SEC11A/DCP2/PAIP1/ALDH18A1/EIF2S1/EIF4E/MTHFD2/EDC4/MTREX/H2AX/EIF2AK3/SPCS1/ERO1A/CNOT6	cluster_7_vs_rest
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	127	0.3423688318992301	2.070736913844392	7.863883569321916e-7	4.71833014159315e-6	1.4486101311908795e-6	1162	tags=31%, list=16%, signal=27%	TUBB/NAP1L1/STMN1/CBX5/PRKDC/RAD21/RAN/XRCC6/XPO1/HNRNPD/TRA2B/LUC7L3/SRSF1/SYNCRIP/IPO7/HMGB2/H2AZ1/DEK/SMC1A/MCM7/SSRP1/TFRC/NASP/PAICS/PA2G4/PNN/KPNA2/NUDT21/CDKN1A/SNRPB/SMC3/NOP56/CDK4/RBBP7/SMC4/NUP153/JPT1/CSE1L/ANP32E/AK2	cluster_7_vs_rest
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	69	0.4307116661224836	2.369486608104169	1.2422537729770785e-6	6.625353455877752e-6	2.034099745225626e-6	1821	tags=54%, list=25%, signal=41%	SPTAN1/CCND2/MCL1/RHOB/SOD2/ADD1/TIMP1/DCN/CREBBP/HSPB1/SQSTM1/SAT1/ANXA1/DNAJA1/ENO2/EMP1/HMGB2/PPT1/SOD1/BNIP3L/LUM/MMP2/VDAC2/CDKN1A/ETF1/BCAP31/DNM1L/PPP3R1/RELA/LGALS3/PSEN1/CAV1/IFNGR1/SLC20A1/ERBB2/DAP3/IRF1	cluster_7_vs_rest
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	45	0.5057080292534751	2.54542933076261	1.6112147843699423e-6	7.733830964975723e-6	2.3744217874925467e-6	1468	tags=53%, list=20%, signal=43%	B2M/ZMIZ1/XRCC5/CDK6/XRCC6/SLC38A2/SAT1/DBI/LIFR/VAPA/MYL12A/SELENOP/PA2G4/ELOVL5/FADS1/ACSL3/LMAN1/SPCS3/UBE2J1/GNAI3/B4GALT1/TMEM50A/SMS/KRT8	cluster_7_vs_rest
