ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	comparison
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	118	0.7209183288700234	4.333456802567409	1e-10	4.4545454545454544e-10	9.569377990430623e-11	2006	tags=76%, list=19%, signal=63%	PABPC1/RACK1/EIF4G2/PPIA/CANX/YWHAE/NPM1/LDHA/EIF4A1/YWHAQ/EEF1B2/PGK1/SLC25A3/KPNB1/SERBP1/SRSF3/RAN/HDGF/XRCC6/XPO1/TRA2B/SRSF2/CCT7/SRSF1/SF3B3/ILF2/SYNCRIP/HNRNPR/CCT5/H2AZ1/EIF3D/CCT4/G3BP1/RAD23B/CCT2/IARS1/VDAC1/DEK/RNPS1/EIF3B/EPRS1/DHX15/FAM120A/IMPDH2/PABPC4/HDAC2/PA2G4/KPNA2/DDX21/UBA2/XPOT/ETF1/GLO1/SRSF7/PSMA7/KARS1/PPM1G/PSMD1/PSMA6/PSMD3/PSMD8/UBE2L3/MCM4/PCNA/PRDX3/SSB/PSMB2/PSMA1/EIF2S2/BUB3/ERH/PSMA4/CLNS1A/C1QBP/PSMA2/VDAC3/HSPE1/PSMB3/TOMM70/DDX18/RRM1/ABCE1/PSMD7/TFDP1/PSMC4/ACP1/USP1/CUL1/EIF2S1/EIF4E	cluster_1_vs_rest
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	119	0.5861187161217761	3.476414988301856	1e-10	4.4545454545454544e-10	9.569377990430623e-11	1921	tags=52%, list=18%, signal=43%	GAPDH/ENO1/PPIA/CANX/ALDOA/HSP90B1/HSPA5/CALR/SCD/LDHA/TPI1/PGK1/FADS2/HSPA9/ACTR2/UBE2D3/ACLY/SQSTM1/RPN1/SERPINH1/ACTR3/SSR1/EPRS1/BTG2/TFRC/HSPA4/CDKN1A/ACACA/XBP1/ETF1/TCEA1/TXNRD1/ITGB2/RAB1A/MCM4/WARS1/CCNG1/PSME3/EDEM1/RPA1/SHMT2/CORO1A/HMGCR/NUP205/EIF2S2/CTSC/PSMB5/M6PR/PSMA4/GMPS/SEC11A/LTA4H/IMMT/HSPE1/PLOD2/USO1/PSMC2/P4HA1/PSMC4/SLC1A4/LGMN/CYB5B	cluster_1_vs_rest
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	61	0.6333884905555279	3.3280029107201834	1e-10	4.4545454545454544e-10	9.569377990430623e-11	1515	tags=57%, list=14%, signal=49%	B2M/SCD/ZMIZ1/XRCC5/ABHD2/TSC22D1/CCND1/XRCC6/SLC38A2/ITGAV/SAT1/NCOA4/H1-0/NDRG1/ACTN1/DBI/LIFR/MYL12A/SELENOP/PA2G4/AKT1/SGK1/PDLIM5/LMAN1/FKBP5/SPCS3/UBE2J1/GNAI3/HMGCR/ZBTB10/B4GALT1/TMEM50A/SMS/KRT8/ARID5B	cluster_1_vs_rest
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	122	0.5564016873997027	3.253856731740667	1e-10	4.4545454545454544e-10	9.569377990430623e-11	2201	tags=53%, list=21%, signal=43%	SPTBN1/FLNA/SPTAN1/DST/MYH9/YWHAE/MARCKS/NUMA1/KIF1B/ACTN4/NOTCH2/CDC42/FLNB/PREX1/APC/CCDC88A/AKAP13/CLIP2/ABR/TOP2A/ARHGAP5/LRPPRC/DYNLL2/MYO9B/KLC1/SMC1A/BCR/PALLD/CDC42EP4/CLASP1/VCL/SYNPO/PDLIM5/STAU1/ROCK1/CTTN/SMC4/KIF3C/TBCD/ALMS1/ITSN1/CLIP1/KIF3B/ARF6/SSH2/BIN1/DOCK4/DLG1/RAB3GAP1/TIAM1/CDC27/HDAC6/TSC1/LLGL1/KIFAP3/RFC1/PLEKHG2/TPX2/PPP4R2/ARL8A/DOCK2/WASL/TUBGCP6/WASF1/MID1IP1	cluster_1_vs_rest
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	129	0.5221458256770581	3.1940393786675148	1e-10	4.4545454545454544e-10	9.569377990430623e-11	1328	tags=42%, list=13%, signal=37%	GAPDH/ENO1/ALDOA/MYH9/HSPA5/LDHA/FOS/SDC3/HDLBP/BCAN/TPI1/ANXA2/PGK1/IDS/JUN/KLF6/DCN/COL5A1/ZFP36/BGN/NCAN/CCN2/DTNA/NDRG1/TGFBI/IRS2/CAVIN1/KIF5A/ENO2/PAM/ALDOC/PRKCA/PNRC1/NDST1/PFKFB3/BNIP3L/EGFR/FOXO3/MT2A/HK1/SERPINE1/IGFBP3/CDKN1A/VEGFA/CCN1/KLHL24/TNFAIP3/NR3C1/PFKP/SDC2/UGP2/KDM3A/HEXA/CDKN1B	cluster_1_vs_rest
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	56	0.6368558064676324	3.1709783589770852	1e-10	4.4545454545454544e-10	9.569377990430623e-11	1844	tags=57%, list=17%, signal=47%	DST/CLTC/KIF1B/ARF1/AP2M1/TMED10/SCRN1/PAM/SEC31A/ERGIC3/IGF2R/TMED2/COPB2/EGFR/CLCN3/ARCN1/ABCA1/COPB1/LMAN1/ADAM10/GOLGA4/GBF1/AP1G1/DNM1L/CTSC/M6PR/VAMP3/ARFGEF2/SEC22B/USO1/STX12/RER1	cluster_1_vs_rest
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	91	0.5734462515847505	3.1474160700880156	1e-10	4.4545454545454544e-10	9.569377990430623e-11	1818	tags=51%, list=17%, signal=42%	COL1A1/COL1A2/MAP1B/COL3A1/ANXA2/ZMIZ1/GJA1/ATP2B4/NOTCH2/SYNE1/LAMC1/COL5A2/NFIB/PRKCA/FYN/PTEN/PHF3/CELF2/SERPINE1/ATP2C1/PRDM2/PDLIM5/MGLL/COL11A1/CCN1/SRI/TGFBR2/PDGFRB/YTHDC1/NRP1/NR3C1/LTBP1/SDC2/MMP16/CDKN1B/SLC7A1/CITED2/SMAD3/DLC1/DLG1/ABCC1/ARHGEF9/CAV1/RXRA/APBB2/KALRN	cluster_1_vs_rest
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	70	0.5552385973674647	3.035770881933097	1e-10	4.4545454545454544e-10	9.569377990430623e-11	2086	tags=51%, list=20%, signal=42%	HSP90B1/YWHAZ/HSPA5/CALR/NPM1/EIF4A1/EIF4G1/HSPA9/PDIA6/KHSRP/SEC31A/TUBB2A/SSR1/IARS1/HYOU1/VEGFA/SHC1/XBP1/XPOT/SPCS3/SRPRA/TTC37/EDEM1/TARS1/TSPYL2/ATF6/SEC11A/EIF4A3/BAG3/SLC1A4/ALDH18A1/DNAJC3/EIF2S1/EIF4E/MTHFD2/MTREX	cluster_1_vs_rest
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	85	0.5339496828447343	2.930058854787862	1e-10	4.4545454545454544e-10	9.569377990430623e-11	2320	tags=53%, list=22%, signal=42%	ATP5F1B/LDHA/ATP5F1A/SLC25A3/HSPA9/GLUD1/HADHA/SLC25A5/CS/LRPPRC/CYB5R3/ATP6V0C/VDAC1/ATP1B1/ACO2/ACADVL/GPX4/VDAC2/UQCRC2/OGDH/ATP5F1C/ATP5MC3/MAOB/UQCRC1/SDHA/PRDX3/CPT1A/NNT/OXA1L/VDAC3/IMMT/ATP6V0E1/TOMM70/COX5B/COX7A2L/ATP6V1F/OAT/ALDH6A1/DLST/DLD/UQCR11/PDHA1/SDHC/AFG3L2/PDK4	cluster_1_vs_rest
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	97	0.5151190311837959	2.913027643366715	1e-10	4.4545454545454544e-10	9.569377990430623e-11	1103	tags=38%, list=10%, signal=34%	CLU/SPTAN1/PEA15/TIMP2/TXNIP/CCND2/RHOB/SOD2/JUN/ADD1/CCND1/DCN/BGN/CREBBP/SQSTM1/SAT1/ANXA1/H1-0/ENO2/TOP2A/GPX1/LMNA/IGF2R/BTG2/BNIP3L/LUM/MMP2/GPX3/FEZ1/GPX4/VDAC2/CDKN1A/ETF1/ROCK1/SATB1/DAP/PDGFRB	cluster_1_vs_rest
